CustomerID,CustomerName,Gender,BirthDate,SignupDate,City,Latitude,Longitude,ProductCount,TotalBalance,AccountTypes,RecencyDays,Frequency,MonetaryDebit,R_Score,F_Score,M_Score,RFM_Score,IsDormant,ValueSegment,EngagementStage,LastTxnDate
1939,Bola Adegoke,F,1989-05-19,2025-08-18,Kaduna,10.5105,7.4165,2,547481.27,savings,0,42,2581533.43,5,5,5,555,0,Champions,High Value,2026-07-17
1940,Fatima Okeke,M,1995-04-26,2025-06-20,Calabar,4.9757,8.3417,1,9070.35,loan,3,10,258623.15,5,1,1,511,0,At Risk,Active,2026-07-14
1941,Ifeanyi Balogun,F,1978-01-16,2023-09-06,Port Harcourt,4.8156,7.0498,1,202061.11,current,41,12,1097397.84,2,1,2,212,0,Hibernating,Active,2026-06-06
1942,Yakubu Suleman,M,1983-03-17,2024-01-14,Ibadan,7.3775,3.947,1,391948.84,savings,44,14,981160.32,2,2,2,222,0,Hibernating,Active,2026-06-03
1943,Adesuwa Hassan,F,1979-02-13,2024-05-23,Calabar,4.9757,8.3417,2,755566.36,savings,7,34,1977608.85,5,5,4,554,0,Champions,High Value,2026-07-10
1944,Kehinde Johnson,F,1977-10-05,2024-02-22,Jos,9.8965,8.8583,1,1361.21,savings,38,20,1443037.65,2,3,3,233,0,Loyal,Active,2026-06-09
1945,Abubakar Adegoke,F,1970-02-24,2025-07-31,Calabar,4.9757,8.3417,1,122443.96,savings,23,10,520315.77,3,1,1,311,0,Hibernating,Active,2026-06-24
1946,Zainab Okoro,F,1990-03-21,2026-02-09,Ibadan,7.3775,3.947,2,655498.6799999999,loan|savings,1,35,2300174.1,5,5,5,555,0,Champions,High Value,2026-07-16
1947,Emmanuel Obi,F,1975-09-25,2024-08-04,Kaduna,10.5105,7.4165,2,411435.98000000004,current|loan,10,21,1521403.8599999999,4,3,3,433,0,At Risk,Multi-Product,2026-07-07
1948,Segun Abiola,M,1978-04-13,2024-03-03,Jos,9.8965,8.8583,2,656973.16,loan|savings,6,32,2528015.19,5,4,5,545,0,Champions,High Value,2026-07-11
1949,Tunde Suleman,M,1981-03-05,2025-08-01,Owerri,5.484,7.0351,2,290851.8,loan|savings,72,30,2077918.9,2,4,4,244,0,Loyal,High Value,2026-05-06
1950,Tunde Ahmed,M,1995-08-27,2024-12-05,Ibadan,7.3775,3.947,1,281437.58,loan,43,13,725298.14,2,2,1,221,0,Hibernating,Active,2026-06-04
1951,David Johnson,F,1972-01-02,2026-02-25,Lagos,6.5244,3.3792,1,99937.12,savings,50,11,1060822.45,2,1,2,212,0,Hibernating,Active,2026-05-28
1952,Chinedu Okoro,F,1974-03-19,2026-06-02,Ibadan,7.3775,3.947,2,704252.68,current|loan,50,20,1927373.57,2,3,4,234,0,Loyal,High Value,2026-05-28
1953,Tunde Okonkwo,F,1971-04-02,2023-09-11,Abeokuta,7.1475,3.3619,1,23506.16,savings,185,9,461232.93,1,1,1,111,0,Hibernating,Active,2026-01-13
1954,Chinedu Hassan,F,1972-04-11,2024-02-02,Calabar,4.9757,8.3417,2,532972.63,current|savings,64,25,2201195.57,2,4,5,245,0,Loyal,High Value,2026-05-14
1955,Emmanuel Adegoke,M,1993-12-14,2025-07-01,Abeokuta,7.1475,3.3619,2,328616.14,current|loan,378,18,1087813.02,1,2,2,122,1,Hibernating,Dormant,2025-07-04
1956,Bola Okonkwo,M,1974-11-02,2024-09-06,Lagos,6.5244,3.3792,1,277457.77,savings,33,19,1754340.52,3,2,4,324,0,At Risk,Active,2026-06-14
1957,Uche Nwachukwu,F,1985-10-30,2025-03-09,Ibadan,7.3775,3.947,2,223455.98,current|loan,14,43,2751783.02,4,5,5,455,0,Champions,High Value,2026-07-03
1958,Halima Ibrahim,M,1983-11-04,2023-08-10,Kaduna,10.5105,7.4165,1,113017.45,savings,33,7,381254.11,3,1,1,311,0,Hibernating,Active,2026-06-14
1959,Bola Mohammed,M,1970-06-17,2026-04-20,Abuja,9.0765,7.3986,2,612031.02,current|loan,0,35,2233860.37,5,5,5,555,0,Champions,High Value,2026-07-17
1960,Grace Ajibade,M,1971-04-17,2023-12-08,Port Harcourt,4.8156,7.0498,2,429242.49,loan,3,31,1885658.15,5,4,4,544,0,Champions,High Value,2026-07-14
1961,Yakubu Okoro,F,1996-05-11,2023-09-18,Owerri,5.484,7.0351,1,488847.98,savings,75,13,1147521.63,1,2,2,122,0,Hibernating,Active,2026-05-03
1962,Uche Okoro,M,1971-03-16,2026-06-12,Enugu,6.4584,7.5464,2,418996.01,current|savings,9,14,1040919.1000000001,4,2,2,422,0,At Risk,Multi-Product,2026-07-08
1963,Obinna Okonkwo,M,1988-07-16,2023-12-31,Jos,9.8965,8.8583,1,10232.54,savings,84,12,892071.37,1,1,2,112,0,Hibernating,Active,2026-04-24
1964,Segun Abiola,M,1990-08-12,2025-11-25,Port Harcourt,4.8156,7.0498,1,77050.54,loan,13,7,169446.26,4,1,1,411,0,At Risk,Active,2026-07-04
1965,Obinna Nwabueze,F,1981-03-14,2025-05-07,Jos,9.8965,8.8583,1,7624.88,loan,61,15,832368.57,2,2,2,222,0,Hibernating,Active,2026-05-17
1966,Aisha Adelaja,F,1991-07-23,2025-03-29,Port Harcourt,4.8156,7.0498,2,603595.27,current|loan,15,23,1408689.42,4,3,3,433,0,At Risk,Multi-Product,2026-07-02
1967,David Eze,F,1991-04-21,2024-03-27,Port Harcourt,4.8156,7.0498,1,264366.09,loan,34,24,1155031.31,3,3,2,332,0,At Risk,Active,2026-06-13
1968,Fatima Bello,M,1979-09-01,2024-01-16,Kano,12.0022,8.592,2,330273.44999999995,current|savings,40,18,1435300.91,2,2,3,223,0,Hibernating,Multi-Product,2026-06-07
1969,Obinna Johnson,M,1974-09-06,2026-01-12,Owerri,5.484,7.0351,2,390275.85,loan,23,13,1715704.31,3,2,4,324,0,At Risk,High Value,2026-06-24
1970,Tunde Suleman,M,1984-01-21,2024-01-19,Lagos,6.5244,3.3792,1,424097.02,savings,24,24,800478.96,3,3,2,332,0,At Risk,Active,2026-06-23
1971,Ifeanyi Hassan,F,1974-08-31,2025-03-21,Abeokuta,7.1475,3.3619,1,294114.09,loan,61,14,1185016.98,2,2,3,223,0,Hibernating,Active,2026-05-17
1972,Abubakar Eze,M,1990-12-11,2025-08-18,Ibadan,7.3775,3.947,1,72334.86,current,365,8,492482.14,1,1,1,111,0,Hibernating,Active,2025-07-17
1973,Tunde Abiola,F,1980-08-02,2025-10-26,Lagos,6.5244,3.3792,2,507639.57,current|loan,43,27,2044906.03,2,4,4,244,0,Loyal,High Value,2026-06-04
1974,Fatima Lawal,M,1974-03-12,2026-05-07,Owerri,5.484,7.0351,1,393317.14,current,89,16,823054.65,1,2,2,122,0,Hibernating,Active,2026-04-19
1975,Mercy Okeke,M,1971-06-29,2024-03-10,Calabar,4.9757,8.3417,1,104163.26,current,276,8,629520.81,1,1,1,111,0,Hibernating,Active,2025-10-14
1976,Aisha Onyeka,F,1970-06-17,2024-06-13,Abeokuta,7.1475,3.3619,2,504280.95999999996,loan,25,35,1758940.01,3,5,4,354,0,Loyal,High Value,2026-06-22
1977,Obinna Ogunleye,M,1985-01-16,2024-06-08,Benin City,6.335,5.6037,2,332668.11,loan|savings,28,30,1360725.71,3,4,3,343,0,Loyal,Multi-Product,2026-06-19
1978,Chinedu Danjuma,M,1973-09-27,2025-10-30,Owerri,5.484,7.0351,2,876708.29,loan|savings,17,32,1489995.68,4,4,3,443,0,Champions,Multi-Product,2026-06-30
1979,Emmanuel Umeh,M,1984-12-29,2024-10-12,Abeokuta,7.1475,3.3619,2,377606.15,loan|savings,4,39,2237944.95,5,5,5,555,0,Champions,High Value,2026-07-13
1980,Uche Nwabueze,M,1972-09-28,2025-10-24,Lagos,6.5244,3.3792,2,441982.10000000003,loan,21,33,2530432.75,3,5,5,355,0,Loyal,High Value,2026-06-26
1981,Ifeanyi Nwabueze,F,1994-03-22,2026-04-22,Abuja,9.0765,7.3986,2,521006.52,current|loan,74,17,927331.8300000001,1,2,2,122,0,Hibernating,Multi-Product,2026-05-04
1982,Ngozi Mohammed,M,1988-09-21,2023-09-21,Jos,9.8965,8.8583,1,470676.97,savings,4,20,1567281.34,5,3,3,533,0,At Risk,Active,2026-07-13
1983,Kehinde Okonkwo,F,1995-04-14,2026-01-24,Abuja,9.0765,7.3986,1,434873.89,savings,11,17,491279.4,4,2,1,421,0,At Risk,Active,2026-07-06
1984,Ngozi Mohammed,F,1975-09-11,2025-06-05,Kaduna,10.5105,7.4165,1,71741.42,loan,109,11,364277.83999999997,1,1,1,111,0,Hibernating,Active,2026-03-30
1985,Amaka Danjuma,F,1991-10-05,2025-09-25,Calabar,4.9757,8.3417,2,701416.53,current|loan,3,33,1777343.04,5,5,4,554,0,Champions,High Value,2026-07-14
1986,Kehinde Okonkwo,M,1972-09-01,2025-02-08,Port Harcourt,4.8156,7.0498,2,610747.29,loan|savings,3,24,1353529.21,5,3,3,533,0,At Risk,Multi-Product,2026-07-14
1987,Obinna Mohammed,F,1992-12-10,2024-09-29,Benin City,6.335,5.6037,2,530940.3,current|loan,1,29,1850938.45,5,4,4,544,0,Champions,High Value,2026-07-16
1988,Ifeanyi Obi,M,1982-11-19,2025-07-10,Abeokuta,7.1475,3.3619,1,104765.06,loan,208,14,552748.88,1,2,1,121,0,Hibernating,Active,2025-12-21
1989,Yakubu Adelaja,M,1982-07-29,2023-10-20,Abeokuta,7.1475,3.3619,2,444520.61,current|savings,385,14,1217134.48,1,2,3,123,1,Hibernating,Dormant,2025-06-27
1990,Ngozi Mohammed,F,1990-09-29,2023-11-11,Port Harcourt,4.8156,7.0498,1,9124.61,current,105,22,1158126.09,1,3,2,132,0,Hibernating,Active,2026-04-03
1991,Lilian Lawal,F,1981-12-16,2024-02-06,Abeokuta,7.1475,3.3619,1,116085.13,current,90,13,876854.55,1,2,2,122,0,Hibernating,Active,2026-04-18
1992,Amaka Nwachukwu,M,1984-09-04,2026-06-01,Benin City,6.335,5.6037,1,55764.28,savings,45,8,652045.05,2,1,1,211,0,Hibernating,Active,2026-06-02
1993,Yakubu Lawal,M,1979-11-02,2023-10-18,Ibadan,7.3775,3.947,2,880419.56,current|loan,22,32,1817461.87,3,4,4,344,0,Loyal,High Value,2026-06-25
1994,Aisha Johnson,F,1990-02-27,2024-08-10,Abuja,9.0765,7.3986,2,660518.31,current|savings,12,34,2458306.9699999997,4,5,5,455,0,Champions,High Value,2026-07-05
1995,Halima Danjuma,M,1990-07-05,2025-01-24,Abuja,9.0765,7.3986,1,266549.52,loan,82,10,1241198.43,1,1,3,113,0,Hibernating,Active,2026-04-26
1996,Obinna Ajibade,M,1995-01-09,2024-07-12,Enugu,6.4584,7.5464,2,845307.8999999999,loan|savings,78,19,1003630.57,1,2,2,122,0,Hibernating,Multi-Product,2026-04-30
1997,Obinna Bello,F,1979-11-02,2024-02-16,Port Harcourt,4.8156,7.0498,2,656577.59,loan,83,38,3212718.26,1,5,5,155,0,Loyal,High Value,2026-04-25
1998,Ibrahim Ahmed,F,1995-09-22,2024-07-13,Benin City,6.335,5.6037,1,289668.25,current,20,21,1311230.81,3,3,3,333,0,At Risk,Active,2026-06-27
1999,Emmanuel Ibrahim,F,1988-07-16,2024-09-12,Kaduna,10.5105,7.4165,1,326355.77,savings,49,19,1595683.6099999999,2,2,3,223,0,Hibernating,Active,2026-05-29
2000,Amaka Balogun,F,1974-08-04,2025-03-04,Lagos,6.5244,3.3792,2,230159.66,current|loan,3,16,1080491.16,5,2,2,522,0,At Risk,Multi-Product,2026-07-14
2001,Uche Okeke,F,1986-10-14,2025-09-20,Calabar,4.9757,8.3417,2,589352.1599999999,current|savings,8,30,2297262.0,4,4,5,445,0,Champions,High Value,2026-07-09
2002,Uche Okonkwo,M,1997-03-05,2025-01-03,Port Harcourt,4.8156,7.0498,1,233427.42,loan,51,23,1493623.03,2,3,3,233,0,Loyal,Active,2026-05-27
2003,Zainab Adegoke,F,1991-11-13,2024-11-17,Abuja,9.0765,7.3986,1,495757.62,current,102,6,611950.21,1,1,1,111,0,Hibernating,Active,2026-04-06
2004,Obinna Bello,M,1992-01-05,2023-08-01,Jos,9.8965,8.8583,2,275611.05,current|loan,67,18,1312829.3900000001,2,2,3,223,0,Hibernating,Multi-Product,2026-05-11
2005,Lilian Ajibade,F,1973-06-18,2024-10-11,Enugu,6.4584,7.5464,1,295048.73,current,33,14,1427487.98,3,2,3,323,0,At Risk,Active,2026-06-14
2006,Yakubu Okeke,F,1984-03-29,2025-12-27,Abuja,9.0765,7.3986,2,482560.71,current|loan,372,18,1334459.96,1,2,3,123,1,Hibernating,Dormant,2025-07-10
2007,Uche Danjuma,M,1987-03-10,2025-03-19,Benin City,6.335,5.6037,2,731021.06,loan,22,33,2298719.63,3,5,5,355,0,Loyal,High Value,2026-06-25
2008,David Okoro,F,1993-03-15,2023-09-22,Enugu,6.4584,7.5464,2,336858.91000000003,loan|savings,25,26,1396847.11,3,4,3,343,0,Loyal,Multi-Product,2026-06-22
2009,Ibrahim Ajibade,M,1989-07-31,2024-05-16,Benin City,6.335,5.6037,2,472973.12,loan|savings,15,33,2503467.55,4,5,5,455,0,Champions,High Value,2026-07-02
2010,Emmanuel Eze,F,1982-01-16,2023-09-08,Lagos,6.5244,3.3792,2,53707.21,loan,29,33,2575783.3,3,5,5,355,0,Loyal,High Value,2026-06-18
2011,Adesuwa Umeh,F,1995-08-18,2024-11-07,Owerri,5.484,7.0351,1,342286.95,current,53,8,527400.27,2,1,1,211,0,Hibernating,Active,2026-05-25
2012,Adesuwa Lawal,F,1982-10-21,2025-02-19,Enugu,6.4584,7.5464,2,503297.46,current|loan,22,29,1707567.95,3,4,4,344,0,Loyal,High Value,2026-06-25
2013,Yakubu Bello,F,1996-10-18,2024-06-17,Kano,12.0022,8.592,2,555801.73,current|savings,57,30,1909046.48,2,4,4,244,0,Loyal,High Value,2026-05-21
2014,Kehinde Adegoke,F,1985-04-30,2026-03-10,Calabar,4.9757,8.3417,2,692020.0700000001,current|loan,64,33,3142898.84,2,5,5,255,0,Loyal,High Value,2026-05-14
2015,Fatima Onyeka,M,1973-01-13,2024-07-18,Owerri,5.484,7.0351,2,340130.43,loan|savings,9,37,2154491.88,4,5,5,455,0,Champions,High Value,2026-07-08
2016,Emeka Bello,M,1979-08-27,2024-02-02,Jos,9.8965,8.8583,1,406093.4,loan,393,4,231576.82,1,1,1,111,1,Hibernating,Dormant,2025-06-19
2017,Ngozi Obi,F,1984-05-01,2026-05-08,Ibadan,7.3775,3.947,1,222113.98,current,113,14,855055.22,1,2,2,122,0,Hibernating,Active,2026-03-26
2018,Amaka Danjuma,M,1973-09-28,2023-12-23,Enugu,6.4584,7.5464,2,394801.2,loan,15,18,1292327.71,4,2,3,423,0,At Risk,Multi-Product,2026-07-02
2019,Zainab Ahmed,M,1972-04-08,2025-11-06,Port Harcourt,4.8156,7.0498,2,209286.16,loan,37,27,2912930.71,2,4,5,245,0,Loyal,High Value,2026-06-10
2020,Bola Onyeka,M,1995-06-27,2025-05-11,Enugu,6.4584,7.5464,1,405145.57,current,118,5,147981.8,1,1,1,111,0,Hibernating,Active,2026-03-21
2021,Lilian Johnson,M,1986-06-20,2026-01-22,Owerri,5.484,7.0351,2,321495.36,current|loan,21,36,1956922.8900000001,3,5,4,354,0,Loyal,High Value,2026-06-26
2022,Chinedu Hassan,M,1977-03-30,2023-08-18,Port Harcourt,4.8156,7.0498,2,789483.49,loan|savings,100,15,943344.9299999999,1,2,2,122,0,Hibernating,Multi-Product,2026-04-08
2023,Grace Onyeka,F,1991-02-04,2025-12-10,Lagos,6.5244,3.3792,2,369575.19,current|loan,375,15,449428.51,1,2,1,121,1,Hibernating,Dormant,2025-07-07
2024,Yakubu Mohammed,F,1987-08-12,2025-09-30,Kano,12.0022,8.592,2,873818.5,current|savings,2,42,2846068.36,5,5,5,555,0,Champions,High Value,2026-07-15
2025,Ngozi Okonkwo,F,1981-06-03,2026-05-04,Owerri,5.484,7.0351,2,713749.04,loan|savings,0,46,3629017.42,5,5,5,555,0,Champions,High Value,2026-07-17
2026,Chinedu Johnson,F,1979-08-30,2025-05-04,Jos,9.8965,8.8583,1,476809.16,current,29,10,659022.7100000001,3,1,1,311,0,Hibernating,Active,2026-06-18
2027,Ibrahim Adelaja,F,1990-06-08,2024-03-11,Port Harcourt,4.8156,7.0498,2,684119.98,current,40,38,2583228.59,2,5,5,255,0,Loyal,High Value,2026-06-07
2028,Amaka Obi,M,1989-11-06,2025-12-30,Enugu,6.4584,7.5464,2,801709.1799999999,current,1,25,2341653.38,5,4,5,545,0,Champions,High Value,2026-07-16
2029,Halima Adelaja,F,1992-07-09,2024-10-27,Ibadan,7.3775,3.947,1,399153.77,current,129,13,589512.09,1,2,1,121,0,Hibernating,Active,2026-03-10
2030,Ibrahim Obi,M,1992-12-06,2026-06-26,Ibadan,7.3775,3.947,2,265952.75,current|savings,38,22,1315523.0,2,3,3,233,0,Loyal,Multi-Product,2026-06-09
2031,Ngozi Hassan,M,1992-01-10,2025-11-01,Ibadan,7.3775,3.947,2,636714.44,loan,29,16,734997.1799999999,3,2,1,321,0,At Risk,Multi-Product,2026-06-18
2032,Ifeanyi Umeh,M,1990-03-01,2025-08-29,Owerri,5.484,7.0351,2,417825.81,savings,2,19,1616885.3900000001,5,2,4,524,0,At Risk,High Value,2026-07-15
2033,Emeka Abiola,M,1982-02-14,2025-07-21,Abeokuta,7.1475,3.3619,2,659278.49,current|loan,45,26,1682305.83,2,4,4,244,0,Loyal,High Value,2026-06-02
2034,Adesuwa Okeke,M,1987-12-26,2026-04-28,Port Harcourt,4.8156,7.0498,2,554729.8300000001,current|savings,26,25,832590.6799999999,3,4,2,342,0,At Risk,Multi-Product,2026-06-21
2035,Grace Eze,M,1978-04-26,2025-01-05,Abeokuta,7.1475,3.3619,2,253594.42,savings,21,33,1599836.18,3,5,3,353,0,Loyal,Multi-Product,2026-06-26
2036,Zainab Suleman,F,1985-08-24,2025-02-18,Abeokuta,7.1475,3.3619,2,100003.18,loan,147,28,2008231.99,1,4,4,144,0,Loyal,High Value,2026-02-20
2037,Uche Ahmed,F,1973-06-16,2024-12-19,Jos,9.8965,8.8583,1,216046.97,savings,149,5,155202.72999999998,1,1,1,111,0,Hibernating,Active,2026-02-18
2038,Segun Onyeka,M,1987-10-24,2026-02-23,Jos,9.8965,8.8583,2,713926.99,loan|savings,4,25,2011441.6600000001,5,4,4,544,0,Champions,High Value,2026-07-13
2039,Zainab Umeh,F,1993-07-11,2025-06-03,Calabar,4.9757,8.3417,2,403664.18000000005,loan|savings,108,23,1261655.72,1,3,3,133,0,Loyal,Multi-Product,2026-03-31
2040,Mercy Johnson,F,1979-07-24,2024-01-07,Kano,12.0022,8.592,1,263338.12,loan,388,7,442071.05,1,1,1,111,1,Hibernating,Dormant,2025-06-24
2041,Segun Balogun,M,1991-10-10,2024-05-24,Owerri,5.484,7.0351,2,274075.22000000003,loan|savings,5,35,2347461.35,5,5,5,555,0,Champions,High Value,2026-07-12
2042,Kehinde Bello,M,1986-08-19,2024-08-18,Benin City,6.335,5.6037,1,212450.41,savings,69,18,1828809.34,2,2,4,224,0,Loyal,Active,2026-05-09
2043,David Balogun,F,1982-10-27,2025-02-24,Calabar,4.9757,8.3417,2,761250.85,savings,24,34,1943013.04,3,5,4,354,0,Loyal,High Value,2026-06-23
2044,Ifeanyi Balogun,M,1984-08-20,2025-02-14,Lagos,6.5244,3.3792,1,355559.87,current,144,5,336101.47,1,1,1,111,0,Hibernating,Active,2026-02-23
2045,Adesuwa Adelaja,M,1991-11-20,2024-06-04,Ibadan,7.3775,3.947,1,390872.42,savings,0,24,1352948.75,5,3,3,533,0,At Risk,Active,2026-07-17
2046,Amaka Onyeka,F,1970-07-25,2026-07-08,Kano,12.0022,8.592,2,187239.44,loan,5,34,2818733.25,5,5,5,555,0,Champions,High Value,2026-07-12
2047,Grace Okonkwo,M,1975-09-26,2024-01-01,Jos,9.8965,8.8583,1,353558.83,savings,63,13,599588.04,2,2,1,221,0,Hibernating,Active,2026-05-15
2048,Kehinde Abiola,F,1971-05-22,2026-05-28,Calabar,4.9757,8.3417,2,631270.65,current|savings,6,29,1567220.1099999999,5,4,3,543,0,Champions,Multi-Product,2026-07-11
2049,Aisha Mohammed,M,1986-09-21,2025-04-01,Abuja,9.0765,7.3986,2,575284.31,current|savings,33,24,2084245.77,3,3,4,334,0,Loyal,High Value,2026-06-14
2050,Adesuwa Danjuma,M,1990-02-13,2024-11-18,Benin City,6.335,5.6037,1,300256.48,loan,15,13,634469.88,4,2,1,421,0,At Risk,Active,2026-07-02
2051,Chinedu Mohammed,F,1976-03-12,2025-12-27,Jos,9.8965,8.8583,2,153381.28999999998,savings,16,29,2284853.4,4,4,5,445,0,Champions,High Value,2026-07-01
2052,Grace Suleman,M,1981-08-07,2025-12-07,Jos,9.8965,8.8583,2,626183.88,savings,37,12,1045024.09,2,1,2,212,0,Hibernating,Multi-Product,2026-06-10
2053,Amaka Johnson,F,1978-04-06,2023-08-22,Jos,9.8965,8.8583,1,240680.21,savings,115,15,1060980.82,1,2,2,122,0,Hibernating,Active,2026-03-24
2054,David Okeke,M,1977-11-17,2024-11-25,Owerri,5.484,7.0351,1,110837.45,savings,5,14,817405.3200000001,5,2,2,522,0,At Risk,Active,2026-07-12
2055,Yakubu Ahmed,F,1975-03-31,2025-03-27,Abuja,9.0765,7.3986,2,300283.8,loan|savings,13,28,1993390.26,4,4,4,444,0,Champions,High Value,2026-07-04
2056,Grace Nwachukwu,M,1973-11-02,2025-12-01,Ibadan,7.3775,3.947,2,405382.86000000004,current|loan,13,26,2342607.27,4,4,5,445,0,Champions,High Value,2026-07-04
2057,Tunde Lawal,F,1996-05-21,2025-02-07,Benin City,6.335,5.6037,2,384882.27,loan,470,11,377723.24,1,1,1,111,1,Hibernating,Dormant,2025-04-03
2058,Bola Abiola,M,1983-10-20,2025-05-29,Kaduna,10.5105,7.4165,1,498968.58,loan,37,10,300226.44,2,1,1,211,0,Hibernating,Active,2026-06-10
2059,Fatima Nwabueze,M,1986-11-04,2023-08-30,Benin City,6.335,5.6037,1,487790.43,current,53,5,446189.2,2,1,1,211,0,Hibernating,Active,2026-05-25
2060,Yakubu Bello,M,1988-11-18,2025-10-26,Abuja,9.0765,7.3986,1,35110.99,loan,11,12,1366826.8900000001,4,1,3,413,0,At Risk,Active,2026-07-06
2061,Tunde Suleman,M,1995-05-15,2024-10-08,Abeokuta,7.1475,3.3619,2,658399.1699999999,current|savings,6,42,3363202.31,5,5,5,555,0,Champions,High Value,2026-07-11
2062,Ifeanyi Balogun,M,1980-12-12,2024-03-31,Kano,12.0022,8.592,2,690441.77,current|savings,14,17,1034116.83,4,2,2,422,0,At Risk,Multi-Product,2026-07-03
2063,Halima Okoro,M,1971-08-17,2025-11-23,Enugu,6.4584,7.5464,2,222226.90000000002,current|loan,12,12,411664.91000000003,4,1,1,411,0,At Risk,Multi-Product,2026-07-05
2064,David Ogunleye,M,1971-12-22,2023-12-16,Owerri,5.484,7.0351,2,311706.79,loan|savings,32,33,1932901.16,3,5,4,354,0,Loyal,High Value,2026-06-15
2065,Obinna Mohammed,M,1973-06-18,2026-01-10,Lagos,6.5244,3.3792,2,707387.08,loan|savings,136,17,838898.23,1,2,2,122,0,Hibernating,Multi-Product,2026-03-03
2066,Kehinde Umeh,F,1970-01-13,2024-07-20,Owerri,5.484,7.0351,1,112768.92,current,72,16,1041255.62,2,2,2,222,0,Hibernating,Active,2026-05-06
2067,Segun Eze,M,1973-04-05,2025-01-04,Jos,9.8965,8.8583,2,378924.16000000003,current|savings,28,18,1388764.82,3,2,3,323,0,At Risk,Multi-Product,2026-06-19
2068,Bola Bello,M,1980-08-16,2024-04-10,Owerri,5.484,7.0351,2,542777.0700000001,current,33,22,1666753.53,3,3,4,334,0,Loyal,High Value,2026-06-14
2069,Amaka Okoro,M,1973-10-16,2024-02-22,Kano,12.0022,8.592,2,340450.32,current|savings,99,16,1124079.15,1,2,2,122,0,Hibernating,Multi-Product,2026-04-09
2070,David Okonkwo,F,1982-09-04,2024-10-22,Calabar,4.9757,8.3417,1,47610.61,current,7,19,1003810.4,5,2,2,522,0,At Risk,Active,2026-07-10
2071,Emmanuel Umeh,F,1973-11-23,2024-05-06,Enugu,6.4584,7.5464,1,214939.43,savings,67,18,910340.76,2,2,2,222,0,Hibernating,Active,2026-05-11
2072,Tunde Mohammed,M,1995-06-24,2024-11-22,Kano,12.0022,8.592,1,225004.53,current,27,9,1192709.48,3,1,3,313,0,At Risk,Active,2026-06-20
2073,Zainab Onyeka,M,1977-04-16,2026-05-26,Owerri,5.484,7.0351,1,23156.1,savings,6,10,286098.73,5,1,1,511,0,At Risk,Active,2026-07-11
2074,Chinedu Ogunleye,F,1988-06-30,2025-10-10,Enugu,6.4584,7.5464,2,719273.1799999999,current|loan,383,17,1053782.57,1,2,2,122,1,Hibernating,Dormant,2025-06-29
2075,Yakubu Adegoke,M,1973-05-13,2023-08-01,Port Harcourt,4.8156,7.0498,1,77732.97,current,4,20,1539369.8,5,3,3,533,0,At Risk,Active,2026-07-13
2076,Emeka Suleman,M,1975-05-30,2026-05-07,Enugu,6.4584,7.5464,1,434250.91,savings,55,17,655150.58,2,2,1,221,0,Hibernating,Active,2026-05-23
2077,Zainab Adegoke,M,1979-09-01,2024-11-26,Abuja,9.0765,7.3986,1,72453.65,savings,9,20,1298792.56,4,3,3,433,0,At Risk,Active,2026-07-08
2078,Tunde Mohammed,M,1985-10-18,2026-02-22,Kaduna,10.5105,7.4165,2,534124.66,current|loan,6,38,2554195.88,5,5,5,555,0,Champions,High Value,2026-07-11
2079,Emeka Umeh,F,1981-11-20,2024-07-02,Ibadan,7.3775,3.947,1,311267.95,current,4,11,774894.11,5,1,2,512,0,At Risk,Active,2026-07-13
2080,Segun Okonkwo,F,1971-09-26,2025-05-19,Kaduna,10.5105,7.4165,2,579936.85,savings,10,33,2083560.06,4,5,4,454,0,Champions,High Value,2026-07-07
2081,Chinedu Hassan,M,1993-03-25,2023-12-23,Jos,9.8965,8.8583,2,770442.6000000001,current|loan,24,29,2055288.95,3,4,4,344,0,Loyal,High Value,2026-06-23
2082,Segun Johnson,F,1992-12-24,2024-02-27,Kano,12.0022,8.592,1,265284.52,current,8,5,431716.14,4,1,1,411,0,At Risk,Active,2026-07-09
2083,Ifeanyi Okoro,F,1981-12-27,2023-08-27,Abeokuta,7.1475,3.3619,2,685299.25,current|savings,44,26,2041759.97,2,4,4,244,0,Loyal,High Value,2026-06-03
2084,Adesuwa Okonkwo,M,1972-03-29,2025-01-31,Owerri,5.484,7.0351,2,729104.5700000001,savings,33,35,2797290.73,3,5,5,355,0,Loyal,High Value,2026-06-14
2085,Chinedu Lawal,F,1986-09-23,2026-05-18,Enugu,6.4584,7.5464,2,362677.32,current|loan,44,33,2636895.8,2,5,5,255,0,Loyal,High Value,2026-06-03
2086,Emmanuel Lawal,F,1996-11-16,2024-12-25,Lagos,6.5244,3.3792,1,309570.73,current,22,11,520502.58,3,1,1,311,0,Hibernating,Active,2026-06-25
2087,Emmanuel Adegoke,F,1985-05-13,2025-11-08,Abuja,9.0765,7.3986,2,541864.01,loan|savings,11,26,1653004.53,4,4,4,444,0,Champions,High Value,2026-07-06
2088,Tunde Ogunleye,F,1988-11-22,2024-07-23,Calabar,4.9757,8.3417,1,446094.18,current,29,24,1360799.1199999999,3,3,3,333,0,At Risk,Active,2026-06-18
2089,Ngozi Okoro,M,1974-12-23,2025-06-24,Ibadan,7.3775,3.947,2,486818.69,savings,7,30,1443851.3,5,4,3,543,0,Champions,Multi-Product,2026-07-10
